text,predicted_category,risk_score,confidence,sentiment_label,sentiment_score,alert_level,top_keywords,key_entities,analyst_summary
 ^^^^^^^ You can't spell. There is no question about it. We must be reading different public opinion polls. I agree that the misguided public would like to see assault weapons banned (mainly because they are being lied to by the media about the frequency of th…,Physical Threat,74.5,0.745,neutral,0.0,High,"['crime', 'gaucher', 'public opinion', 'public', 'opinions', 'society', 'citizens', 'abiding citizens']","['RKBA (ORG)', 'Metzenbaum (ORG)', 'Schumer (PERSON)', 'Congress (ORG)', 'LOT (ORG)', 'FBI (ORG)', 'Birkenstocks (PERSON)', 'NYC (LOC)']","Physical Threat signal detected. Key terms: crime, gaucher, public opinion, public, opinions, society."
" Could somebody provide an overview of the proposed systems using the chip? (Ought to see if ATT has a spec sheet) Skipjack sounds like a normal digital encryption algorithm, so the data path will have to be voice --> digitize --> compress --> encrypt Compress…",Cyber,74.5,0.876,neutral,0.0,High,"['data', 'unless want', 'stream', 'encryption', 'unless', 'phone', 'hack', 'data stream']","['ATT (ORG)', 'ISDN (ORG)']","Cyber signal detected. Key terms: data, unless want, stream, encryption, unless, phone."
"\input amstex \documentstyle{amsppt} \pagewidth{6.5in} \magnification=1200 \pageheight{7.5in} \ \title {Letter to the Editor} \endtitle \author {Matthew L. Fante} \endauthor \date {April 20, 1993} \enddate \endtopmatter pull back the heavens and show you my an…",Physical Threat,74.3,0.743,neutral,-0.143,High,"['batf', 'agents', 'knock', 'branch', 'davidians', 'assault', 'decision', 'buildings']","['Matthew L. Fante (PERSON)', 'April 20, 1993 (DATE)', '51 day (DATE)', 'April 19 (DATE)', 'Clinton (PERSON)', 'FBI (ORG)', '\\it (ORG)', 'Janet Reno (PERSON)']","Physical Threat signal detected. Key terms: batf, agents, knock, branch, davidians, assault."
" Would *you* have come out if you knew the only national TV cameras were well over a mile away, and yet the agents with the guns were only a few yards away? They had contact with a lawyer, so I am inclined to believe they had an idea of what their situation ac…",Physical Threat,74.3,0.743,positive,1.0,High,"['witnesses', 'lawyer', 'place', 'safe', 'batf', 'fbi', 'away', 'unconscious']","['BATF (GPE)', 'BD (ORG)', 'FBI (ORG)', 'CS (ORG)']","Physical Threat signal detected. Key terms: witnesses, lawyer, place, safe, batf, fbi."
"[Joe, why don't you put your username on your account?] Or claims to have discovered so... It would hardly be the first time they raided someone based on incorrect evidence. It was a ""no-knock"", according to the Associated Press report. Here's something I foun…",Physical Threat,73.8,0.738,negative,-1.0,High,"['battles', 'sect', 'agents', 'concussion grenades', 'concussion', 'federal agents', 'throwing', 'federal']","['Joe (PERSON)', 'the Associated Press (ORG)', 'Monday, March 1, 1993 (DATE)', 'Texas (GPE)', 'Sunday (DATE)', 'Howell (ORG)', 'Les Stanford (PERSON)', 'ATF (ORG)']","Physical Threat signal detected. Key terms: battles, sect, agents, concussion grenades, concussion, federal agents."
"[..stuff deleted] Oh, but can Big Brother afford such things in these times of tight budgets? I don't know how many folks noticed it, but Dorothy ""Trust Me"" Denning gave a real clue to the current state of the art at NSA on decrypto machines when she said the …",Cyber,73.8,0.869,neutral,0.0,High,"['nsa', 'complexity', 'skipjack', 'machines', 'thousands', 'doubt', 'current state', 'compromising']","['Dorothy (PERSON)', 'NSA (ORG)', 'Ergo (PERSON)', 'Fort Meade (GPE)']","Cyber signal detected. Key terms: nsa, complexity, skipjack, machines, thousands, doubt."
" Not necessarily --- they could release the details of the algorithm without releasing the ""system key"" (called SK by Hellman). That would make most people happy, and with some sort of verification procedure before key exchange, the ""official"" chips would only…",Cyber,73.6,0.866,neutral,0.0,High,"['sk', 'algorithm', 'secret', 'key', 'secret algorithm', 'secrecy', 'uk', 'official']",['UK (GPE)'],"Cyber signal detected. Key terms: sk, algorithm, secret, key, secret algorithm, secrecy."
"Yesterday, the FBI was saying that at least three of the bodies had gunshot wounds, indicating that they were shot trying to escape the fire. Today's paper quotes the medical examiner as saying that there is no evidence of gunshot wounds in any of the recovere…",Physical Threat,73.5,0.735,positive,1.0,High,"['bodies', 'gunshot wounds', 'paper', 'gunshot', 'wounds', 'saying', 'today', 'quotes']","['Yesterday (DATE)', 'FBI (ORG)', 'Today (DATE)', 'today (DATE)']","Physical Threat signal detected. Key terms: bodies, gunshot wounds, paper, gunshot, wounds, saying."
" Though David Sternlight pushes the envelope of credibility by claiming that talk.politics.guns is not the place to discuss guns, or the meaning of the Second Amendment, it seems he would rather post to millions of people out of relative ignorance of the subje…",Physical Threat,73.3,0.733,neutral,0.0,High,"['bear arms', 'bear', 'right', 'arms', 'people bear', 'sternlight', 'right people', 'militia']","['David Sternlight (PERSON)', 'Sternlight (PERSON)']","Physical Threat signal detected. Key terms: bear arms, bear, right, arms, people bear, sternlight."
" Sigh... my version of 'rn' asked me whether I really want to send this posting! You may as well know that all this stuff about the secret source of the Clipper announcement is because of a silly mistake. I am the administrator of csrc.ncsl.nist.gov, alias fir…",Cyber,73.2,0.861,neutral,0.0,High,"['clipper', 'expn', 'alias', 'csrc', 'nist', 'individuals', 'incident', 'security']","['CERT/CC (ORG)', 'Europe (LOC)', 'VRFY (ORG)', 'several\nmonths ago (DATE)', 'the O/S (ORG)', 'the White House (ORG)', 'Usenet (PERSON)', 'the NIST Computer Security Privacy and Advisory\nBoard (ORG)']","Cyber signal detected. Key terms: clipper, expn, alias, csrc, nist, individuals."
"-----BEGIN PGP SIGNED MESSAGE----- Please note that the following speech was made by Chuck Hammill in 1987. Address all letters to his address, given at the end of this document. -- Russell FROM CROSSBOWS TO CRYPTOGRAPHY: THWARTING THE STATE VIA TECHNOLOGY Giv…",Cyber,72.8,0.857,negative,-0.4,High,"['fish', 'technology', 'government', 'pgp', 'mod', 'message', 'time', 'public']","['-----BEGIN PGP SIGNED (PERSON)', 'Chuck Hammill (PERSON)', '1987 (DATE)', 'Address (ORG)', 'the Future of Freedom Conference (ORG)', 'November 1987 (DATE)', 'Orwell (ORG)', '1984 (DATE)']","Cyber signal detected. Key terms: fish, technology, government, pgp, mod, message."
" Still thinking you have all the answers, eh? Jim -- jmd@handheld.com…",Physical Threat,72.7,0.727,neutral,0.0,High,"['jim jmd', 'jmd handheld', 'handheld com', 'jmd', 'handheld', 'eh', 'answers', 'jim']",['Jim (PERSON)'],"Physical Threat signal detected. Key terms: jim jmd, jmd handheld, handheld com, jmd, handheld, eh."
"If we do not trust the NSA to be a registrar of Clipper Chip key halves, I would not trust Mitre either. Mitre does lots of work for NSA, at least in the Trusted Product Evaluation Program (evaluation of commercial off the shelf software for its efficacy in sa…",Cyber,72.7,0.855,positive,1.0,High,"['mitre', 'nsa', 'evaluation', 'halves', 'trust', 'position', 'federally funded', 'federally']","['NSA (ORG)', 'Clipper Chip (ORG)', 'Mitre (PERSON)', 'the Trusted Product Evaluation Program (ORG)', 'Federally Funded Research and Development\nCorporations (ORG)', 'Aerospace (ORG)', 'IDA (PERSON)', 'Mitre, Aerospace (ORG)']","Cyber signal detected. Key terms: mitre, nsa, evaluation, halves, trust, position."
" I believe it's legal to send DES code or equipment from the US to Canada with no export license. I think this is the only place you can do this - all other countries require a license. As an aside, I've always thought it should be legal to send DES software a…",Cyber,72.2,0.85,negative,-1.0,High,"['des', 'software', 'send', 'legal send', 'recipient', 'license', 'program', 'legal']","['US (GPE)', 'Canada (GPE)']","Cyber signal detected. Key terms: des, software, send, legal send, recipient, license."
From: pmetzger@snark.shearson.com (Perry E. Metzger) You obviously haven't read the information about the system. The chips put out serial number infomation into the cypher stream to allow themselves to be identified. The system does not rely on registering pe…,Cyber,72.2,0.85,neutral,0.0,High,"['allow', 'particular phone', 'people owning', 'haven read', 'cypher', 'registering', 'owning', 'identified']","['pmetzger@snark.shearson.com (ORG)', 'Perry E. Metzger (PERSON)', 'S1 (PERSON)']","Cyber signal detected. Key terms: allow, particular phone, people owning, haven read, cypher, registering."
 Given that certain archival methods have certain key(cleartext) in a file I used a programatic dictionary attack. I used the DES library provided with the system that I was using. What is to keep anyone from being lucky with a key? My previous employment has …,Cyber,72.0,0.847,negative,-1.0,High,"['key', 'real world', 'attack', 'machine', 'certain', 'worst case', 'padding', 'risc']","['IBM (ORG)', 'interface(ascii (PERSON)', 'ID (ORG)', 'A.G. (GPE)']","Cyber signal detected. Key terms: key, real world, attack, machine, certain, worst case."
"Just to shed some light on the fire, it was widely reported (AP, etc.) that there WERE several witnesses to BD folks starting the fires. It has also been reported that the fires broke out in several places at once, which rules out a Bradley knocking over a lam…",Physical Threat,71.3,0.713,neutral,0.0,High,"['actions', 'fires', 'reported', 'proper', 'taken', 'fbi', 'feb 28th', 'nightline']","['AP (ORG)', 'BD (ORG)', 'ABC (ORG)', 'CNN (ORG)', 'ATF (ORG)', 'FBI (ORG)', 'Koresh (GPE)', 'Feb. 28th (DATE)']","Physical Threat signal detected. Key terms: actions, fires, reported, proper, taken, fbi."
"And And Bejing = Peking, who cares about native tongue, as long as we all understand each other. Oh, not more than a few feet, I wouldn't think. I'm sorry IF your paternal grandparents died in Oswiecym or Aushwitz, which is easier to say than prove, but if so,…",Physical Threat,71.3,0.713,neutral,0.0,High,"['offense', 'batf', 'brag', 'wasted', 'feel compelled', 'wouldn think', 'man just', 'true']","['Aushwitz (ORG)', 'BATF (ORG)', 'LOCAL (ORG)', 'BATF (GPE)', 'ATF (ORG)', 'Jim (PERSON)']","Physical Threat signal detected. Key terms: offense, batf, brag, wasted, feel compelled, wouldn think."
Iff the phones transmit their serial nos. as part of the message then what is to say that each phone can take that serial number and use it to generate the required key.... …,Cyber,70.7,0.832,neutral,0.0,High,"['serial', 'transmit', 'generate', 'serial number', 'phones', 'required', 'message', 'phone']",[],"Cyber signal detected. Key terms: serial, transmit, generate, serial number, phones, required."
"With all the talk about this Clipper chip, I have developed one question... HOW DOES IT WORK??? If you use this, then how does it get decrypted on the other end? Does the other party (receiving the phone call/mail/etc) have to know some code to undo it? Do I u…",Cyber,70.5,0.83,positive,1.0,High,"['party', 'experience', 'use', 'does', 'secure data', 'mail know', 'use does', 'work use']",[],"Cyber signal detected. Key terms: party, experience, use, does, secure data, mail know."
"I have seen various references to 'triple des' recently. Could anyone tell me what it is ? From context, I would guess that it means encrypting each block 3 times, with a different key each time, but I'd like to be sure. Replies by email preferred - our news i…",Cyber,70.3,0.827,neutral,0.0,High,"['key available', 'available request', 'pgp public', 'key', 'pgp', 'public key', 'request', 'available']","['Richard (PERSON)', 'PGP Public Key (ORG)']","Cyber signal detected. Key terms: key available, available request, pgp public, key, pgp, public key."
" No, they didn't have electrical power, but no, I don't find the idea of Davidians calmly cooking lunch with gas masks on as the FBI knocks the buildings down very credible,either. It's not like this whole discussion is relevant. It started when some- one made…",Physical Threat,70.3,0.703,neutral,0.0,High,"['buildings', 'fbi', 'electrical power', 'wood stove', 'unsubstantiated', 'napalm', 'gas masks', 'cooking']","['FBI (ORG)', 'NAPALM (PERSON)']","Physical Threat signal detected. Key terms: buildings, fbi, electrical power, wood stove, unsubstantiated, napalm."
"<: <: As a private citizen, I would feel much more ""secure in my person and <: papers"" knowing that an organization committed to individual civil <: liberties- the ACLU and the NRA come to mind- was safeguarding half of <: my key. Both the ACLU and the NRA are…",Cyber,70.1,0.824,positive,0.333,High,"['congress', 'escrow', 'assurances', 'keys', 'escrow agencies', 'expedient', 'aclu nra', 'agencies']","['ACLU (ORG)', 'NRA (GPE)', 'Keys (PERSON)', 'Congress (ORG)', 'DeConcini (ORG)', 'congress (ORG)', 'Germany (GPE)', 'Hitler (PERSON)']","Cyber signal detected. Key terms: congress, escrow, assurances, keys, escrow agencies, expedient."
"[...] the I guess that just means ""Everyone else"" was mistaken? Jim -- jmd@handheld.com…",Physical Threat,69.8,0.698,neutral,0.0,Medium,"['just means', 'mistaken', 'jim jmd', 'jmd handheld', 'jmd', 'handheld com', 'handheld', 'jim']",['Jim (PERSON)'],"Physical Threat signal detected. Key terms: just means, mistaken, jim jmd, jmd handheld, jmd, handheld com."
"# #From the Santa Rosa (Cal.) Press-Democrat, April 15, 1993, p. B2: # # # # Male sex survey: Gay activity low # # # # A new natonal study on male sexual behavior, the most thorough # # examination of American men's sexual practices published since # # the Kin…",Sanctions/Compliance,69.7,0.93,neutral,0.0,Medium,"['men', 'sexual', 'homosexual', 'partners', 'number sexual', 'male', 'homosexuals', 'study']","['the Santa Rosa (Cal. (ORG)', 'Press-Democrat (PERSON)', 'April 15, 1993 (DATE)', 'Kinsey (PERSON)', 'more than four decades ago (DATE)', 'Wednesday (DATE)', 'the Alan Guttmacher Institute (ORG)', 'Washington DC (GPE)']","Sanctions/Compliance signal detected. Key terms: men, sexual, homosexual, partners, number sexual, male."
